1,3
2,4
3,21
4,79
5,157
6,229
7,323
8,470
9,655
10,889
11,1128
12,1701
13,2036
14,2502
15,3089
16,3858
17,4636
18,5883
19,7375
20,9172
21,10149
22,12462
23,15113
24,17660
25,21157
26,24747
27,27980
28,31506
29,35713
30,41035
31,47021
32,53478
33,59138
34,63927
35,69176
36,74386
37,80589
38,86498
39,92472
40,97689
41,101739
42,105792
43,110574
44,115242
45,119827
46,124632
47,128948
48,132547
49,135586
50,139422
