1,35
2,53
3,57
4,60
5,60
6,63
7,68
8,75
9,100
10,124
11,158
12,221
13,319
14,435
15,541
16,704
17,994
18,1301
19,1630
20,2183
21,2770
22,3613
23,4596
24,6344
25,9197
26,13779
27,19367
28,24192
29,33592
30,43781
31,54856
32,68211
33,85435
34,104126
35,123578
36,143491
37,163788
38,188530
39,215003
40,244877
41,277161
