1,2
2,3
3,9
4,13
5,25
6,33
7,58
8,84
9,120
10,165
11,228
12,282
13,401
14,525
15,674
16,1231
17,1695
18,2277
19,3146
20,5232
21,6391
22,7988
23,9942
24,11826
25,14769
26,18077
27,21571
28,25496
29,28768
30,35136
31,42058
32,49515
33,57786
34,65719
35,73235
36,80110
37,87956
38,95923
39,104118
40,112065
41,119199
42,126168
43,131646
44,136675
45,141942
46,148220
47,153222
48,158273
